"Link type"	"Is nofollow"	"Source URL"	"Source HTTP status code"	"Target URL"	"Target HTTP status code"	"Target no-crawl reason"	"Anchor"	"Is source canonical"	"Is source noindex"	"Is target canonical"	"Is target noindex"	"Is link self-referencing"
"Href link"	"false"	"https://cindemirlaw.com/turkey-crypto-crimes-legal-landscape-enforcement-and-investor-protection/"	"200"	"https://cindemirlaw.com/%D1%80%D0%B0%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D1%8E%D1%80/"	"200"	""	"Link to: Расследование наследства в Турции: юридическое сопровождение иностранных наследников"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/crypto-assets-status-a-perspective-following-turkeys-stance-on-crypto-use/"	"200"	"https://cindemirlaw.com/compulsory-earthquake-insurance-in-turkey-compensation-claim/"	"200"	""	"financial losses"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/turkey-asset-repatriation-2026-legal-framework-for-bringing-foreign-assets-to-turkey/"	"200"	"https://cindemirlaw.com/inheritance-rights-for-divorced-spouses/"	"200"	""	"inheritance"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D1%80%D0%B0%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0%D1%81%D0%BB%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D1%8E%D1%80/"	"200"	"https://cindemirlaw.com/"	"200"	""	"简体中文 简体中文 简体中文 Chinese (Simplified) zh-hans"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb5fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdbafde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/"	"301"	""	""	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdbdfde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-2/?lang=ru"	"200"	"https://cindemirlaw.com/author/admin/"	"301"	""	"admin"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/eu-legal-representative-services-for-ai-companies-outside-the-european-union/"	"200"	"https://cindemirlaw.com/can-russian-establish-a-company-in-turkey/"	"200"	""	"legal assistance"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/debt-collection-service/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Cindemir Law Office Cindemir Law Office"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/enforcement-of-a-foreign-poland-judgment-in-turkey/"	"200"	"https://cindemirlaw.com/family-heritage/"	"200"	""	"Family Heritage"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/legal-rights-of-foreign-nationals-in-police-custody-in-istanbul/"	"200"	"https://cindemirlaw.com/international-marriage-certificate-form-b-turkey-marriage-records/"	"200"	""	"consulate"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/hakan-cindemir/"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"Press"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/administrative-law/"	"200"	"https://www.linkedin.com/company/cindemir-law-office/"	""	"Blocked by robots.txt"	"Link to LinkedIn"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/articles/"	"200"	"https://cindemirlaw.com/title-deeds-in-turkey-a-legal-and-historical-overview/"	"200"	""	"Title Deeds in Turkey: A Legal and Historical Overview"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/onas/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/tort-law-in-turkey/"	"200"	"https://cindemirlaw.com/trade-law-of-turkey/"	"200"	""	"law of Turkey"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/ottoman-title-deeds-in-turkiye-inheritance-registration-and-land-search/"	"200"	"https://www.facebook.com/p/Cindemir-Hukuk-B%C3%BCrosu-Cindemir-Law-Office-100066585793269/?locale=tr_TR"	""	"Restricted domain"	"Link to Facebook"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/bank-account-opening-in-turkey-for-russian-companies/"	"200"	"https://cindemirlaw.com/humanitarian-residence-permit-application-in-turkey/"	"200"	""	"application"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/administration-of-crypto-assets-under-turkish-law/"	"200"	"https://cindemirlaw.com/family-heritage/"	"200"	""	"Family Heritage"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/ottoman-archival-documents-and-their-role-in-legal-and-historical-investigations/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Cindemir Law Office Cindemir Law Office"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/legal-affidavit-preparation-in-turkey/"	"200"	"https://cindemirlaw.com/"	"200"	""	"简体中文 简体中文 简体中文 Chinese (Simplified) zh-hans"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/our-videos/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/how-to-apply-to-the-european-court-of-human-rights-echr-legal-conditions-and-procedure/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/eu-legal-representative-services-for-ai-companies-outside-the-european-union/"	"200"	"https://t.me/gcindemir"	"200"	""	"Link to Telegram"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/articles/?lang=ru"	"200"	"https://cindemirlaw.com/%D1%81%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B8-%D1%81-%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9-%D0%BE%D1%82%D0%B2/"	"301"	""	"создание компании с ограниченной ответственностью в Турции"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D1%82%D0%B8%D0%BF%D1%8B-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"https://cindemirlaw.com/author/admin/"	"301"	""	"admin"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/cindemir-hukuk/?lang=zh-hans"	"200"	"https://cindemirlaw.com/"	"200"	""	"English English 英语 en"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/turkish-succession-law/"	"200"	"https://cindemirlaw.com/private-international-law-rules/"	"200"	""	"Link to: Private International Law Rules"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/turkish-procedural-law/"	"200"	"https://t.me/gcindemir"	"200"	""	"Link to Telegram"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/enforcement-of-a-foreign-iran-judgment-in-turkey/"	"200"	"https://cindemirlaw.com/interim-injunctions-in-turkish-law/"	"200"	""	"Turkish Law"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/narcotic-crimes-drugs-and-cordials-in-turkish-penal-code/"	"200"	"https://cindemirlaw.com/international-apostille-services-in-turkey/"	"200"	""	"Turkey"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/enforcement-of-a-foreign-romania-judgment-in-turkey/"	"200"	"https://t.me/gcindemir"	"200"	""	"Link to Telegram"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/criminal-record-deletion-in-turkey-for-foreign-nationals/"	"200"	"https://cindemirlaw.com/finding-a-nominee-director-in-turkey/"	"200"	""	"Cindemir Law Office"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/international-private/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Cindemir Law Office Cindemir Law Office"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/team/?lang=ru"	"200"	"https://cindemirlaw.com/articles/"	"200"	""	"Статьи"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/privacy-policy/"	"200"	"https://cindemirlaw.com/contacts/"	"200"	""	"Contacts"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/how-to-establish-a-limited-partnership-in-turkey/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/legal-risks-in-token-launches-how-crypto-startups-can-stay-compliant-across-jurisdictions/"	"200"	"https://cindemirlaw.com/p91/"	"200"	""	"enforcement"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/establishing-a-branch-in-turkey-2/"	"200"	"https://www.youtube.com/channel/UCHobIlbWxCMGTPBSZv_rM7Q"	""	"Restricted domain"	"Link to Youtube"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/litigation-adr/"	"200"	"https://www.facebook.com/p/Cindemir-Hukuk-B%C3%BCrosu-Cindemir-Law-Office-100066585793269/?locale=tr_TR"	""	"Restricted domain"	"Link to Facebook"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/introduction-to-jurisdiction-of-divorce-in-turkey/"	"200"	"https://cindemirlaw.com/enforcement-and-recognition-of-foreign-arbitral-awards-in-turkey/"	"200"	""	"Link to: Enforcement and Recognition of Foreign Arbitral Awards in Turkey"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/tag/prescription/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Русский Русский Russian ru"	"true"	"true"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/statute-of-limitations-related-to-personal-injury-cases-in-turkey/"	"200"	"https://cindemirlaw.com/personal-injury-liability-in-turkey/"	"200"	""	"Link to: Personal Injury Liability in Turkey"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/cisg-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D0%BC%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F-%D0%BA%D1%83%D0%BF%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6/"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"Press"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/compulsory-earthquake-insurance-in-turkey-compensation-claim/"	"200"	"https://cindemirlaw.com/humanitarian-residence-permit-application-in-turkey/"	"200"	""	"protection"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd81fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"https://twitter.com/kriesi"	""	"Restricted domain"	"Link to X"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/crypto-asset-fraud-in-turkey-legal-perspective/"	"200"	"https://cindemirlaw.com/crypto-asset-fraud-common-schemes-legal-analysis-what-victims-should-do/"	"200"	""	"crypto asset fraud"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/legal-assistance-for-foreign-lawyers-visiting-prisoners-in-turkey/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/family/"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"Press"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/enforcement-of-promissory-notes-bills-of-exchange-and-cheques-in-turkey/?lang=ru"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"О нас в прессе"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/irish-boxer-acquitted-in-epic-brawl-case/"	"200"	"https://cindemirlaw.com/"	"200"	""	"简体中文 简体中文 简体中文 Chinese (Simplified) zh-hans"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/new-spk-decision-on-crypto-assets-a-comprehensive-overview-of-regulatory-amendments/"	"200"	"https://cindemirlaw.com/turkey-crypto-crimes-legal-landscape-enforcement-and-investor-protection/"	"200"	""	""	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/turkish-inheritance-law/"	"200"	"https://cindemirlaw.com/tort-law-in-turkey/"	"200"	""	"Turkish Law"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/obtaining-a-criminal-record-certificate-in-turkey-a-step-by-step-guide/"	"200"	"https://cindemirlaw.com/basic-principles-of-turkish-labor-law/"	"200"	""	"legal"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/title-deeds-in-turkey-a-legal-and-historical-overview/"	"200"	"https://cindemirlaw.com/understanding-the-role-and-responsibilities-of-a-commercial-agent/"	"200"	""	"rights"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/introduction-to-jurisdiction-of-divorce-in-turkey/"	"200"	"https://cindemirlaw.com/provisions-of-custody-under-turkish-civil-code/"	"200"	""	""	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/humanitarian-residence-permit-in-turkey-legal-insights-by-cindemir-law-office/"	"200"	"https://cindemirlaw.com/turkish-lawyer-online-consultancy/"	"200"	""	"Turkish"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/plastic-surgery-malpractice-in-turkish-law/"	"200"	"https://cindemirlaw.com/inheritance-rights-for-divorced-spouses/"	"200"	""	"Court"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D1%82%D0%B8%D0%BF%D1%8B-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D0%B9-%D0%B2-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8/?lang=ru"	"200"	"https://cindemirlaw.com/"	"200"	""	"English English Английский en"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/car-accident-in-turkey-and-legal-compensation-issues/"	"200"	"https://www.linkedin.com/company/cindemir-law-office/"	""	"Blocked by robots.txt"	"Link to LinkedIn"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/employment/"	"200"	"https://cindemirlaw.com/basic-principles-of-turkish-labor-law/"	"200"	""	"Employee"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/malpractice-cases-in-turkey/"	"200"	"https://cindemirlaw.com/intentional-killing-under-turkish-law/"	"200"	""	""	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/enforcement-of-a-chinese-foreign-judgment-in-turkey/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/articles/"	"200"	"https://cindemirlaw.com/proving-the-damage-of-a-victim-by-forensic-hospitals-under-malpractice-law-in-turkey/"	"200"	""	"Proving the Damage of a Victim by Forensic Hospitals under Malpractice Law in Turkey"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/assistance-for-foreign-families-supporting-inmates-in-turkish-prisons/"	"200"	"https://cindemirlaw.com/contacts/"	"200"	""	"Contacts"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/family/"	"200"	"https://cindemirlaw.com/services/"	"200"	""	"Services"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/nft-law-in-turkey/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Cindemir Law Office Cindemir Law Office"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D1%87%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B2-%D0%B5%D1%81%D0%BF%D1%87-%D0%BA%D1%82%D0%BE-%D0%BC%D0%BE%D0%B6%D0%B5%D1%82-%D0%BF%D0%BE/?lang=ru"	"200"	"https://cindemirlaw.com/enforcement-of-promissory-notes-bills-of-exchange-and-cheques-in-turkey/"	"200"	""	"Link to: Взыскание по векселям и чекам в Турции: простые векселя, переводные векселя и чеки"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/antimanual-assistant/"	"200"	"https://cindemirlaw.com/team/"	"200"	""	"Team"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/humanitarian-residence-permit-application-in-turkey/"	"200"	"https://cindemirlaw.com/interim-injunctions-in-turkish-law/"	"200"	""	"Turkish law"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B8%D1%82%D1%8C-%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D1%83-%D0%BE-%D0%BD%D0%B0%D0%BB%D0%B8%D1%87%D0%B8%D0%B8-%D1%81%D1%83%D0%B4%D0%B8%D0%BC%D0%BE/?lang=ru"	"200"	"https://cindemirlaw.com/author/admin/"	"301"	""	"admin"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/legal-status-of-late-registered-turkish-citizens-concerning-military-service-obligations-under-law-no-7179/"	"200"	"https://cindemirlaw.com/liquidation-in-turkey/"	"200"	""	"Turkey"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/verdict-rendered-for-the-unbelievable-accident-killing-a-tour-guide-hurriyet-newspaper/"	"200"	"https://www.facebook.com/p/Cindemir-Hukuk-B%C3%BCrosu-Cindemir-Law-Office-100066585793269/?locale=tr_TR"	""	"Restricted domain"	"Link to Facebook"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/humanitarian-residence-permit-in-turkey-legal-insights-by-cindemir-law-office/"	"200"	"https://cindemirlaw.com/international-marriage-certificate-form-b-turkey-marriage-records/"	"200"	""	"obtain"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/deportation-law-in-turkey/"	"200"	"https://cindemirlaw.com/inheritance-rights-for-divorced-spouses/"	"200"	""	"court"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/tag/damage/"	"200"	"https://cindemirlaw.com/"	"200"	""	"简体中文 简体中文 简体中文 Chinese (Simplified) zh-hans"	"true"	"true"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/gokhan-cindemir-2/"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"Press"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/antimanual-assistant/"	"200"	"https://cindemirlaw.com/articles/"	"200"	""	"Articles"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/team/?lang=ru"	"200"	"https://twitter.com/kriesi"	""	"Restricted domain"	"Link to X"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/paternity-in-turkish-law-under-new-turkish-constitution-court-decision/"	"200"	"https://cindemirlaw.com/foreigners-and-international-protection-in-turkey/"	"200"	""	"Lawyer"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/legal-opinion-and-expert-opinion-in-turkey-why-the-distinction-matters/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Русский Русский Russian ru"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/ottoman-archival-documents-and-their-role-in-legal-and-historical-investigations/"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"Press"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/nashiyurist/"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"Press"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB/?lang=ru"	"200"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd83fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/"	"301"	""	"юридическая фирма"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/personal-injury-liability-in-turkey/"	"200"	"https://cindemirlaw.com/introduction-to-jurisdiction-of-divorce-in-turkey/"	"200"	""	""	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/notice-of-termination-for-employment-contracts-in-turkish-labor-law/"	"200"	"https://cindemirlaw.com/free-trade-zone-company-in-turkey/"	"200"	""	"duration"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB/?lang=ru"	"200"	"https://cindemirlaw.com/press/"	"301"	""	"О нас в прессе"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%87%D0%B5%D1%82%D0%B0-%D0%B4%D0%BB%D1%8F-%D1%80%D0%BE%D1%81%D1%81%D0%B8/?lang=ru"	"200"	"https://cindemirlaw.com/"	"200"	""	"Cindemir Law Office Cindemir Law Office"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/obtaining-an-e-devlet-password-in-turkey-through-a-power-of-attorney/?lang=ru"	"200"	"https://cindemirlaw.com/articles/"	"200"	""	"Статьи"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/re-employment-lawsuit/"	"200"	"https://www.linkedin.com/company/cindemir-law-office/"	""	"Blocked by robots.txt"	"Link to LinkedIn"	"true"	"false"	""	""	"false"
"Href link"	"false"	"https://cindemirlaw.com/ottoman-title-deeds-in-turkiye-inheritance-registration-and-land-search/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdbdfde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-2/?lang=ru"	"200"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/"	"301"	""	"восстановление"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE-%D0%BF%D0%BE-%D0%BF%D1%80%D0%B8%D0%BE%D0%B1%D1%80%D0%B5%D1%82%D0%B5%D0%BD%D0%B8%D1%8E-%D0%B8%D0%BD%D0%BE%D1%81%D1%82%D1%80%D0%B0/?lang=ru"	"200"	"https://cindemirlaw.com/contacts/"	"200"	""	"Контакты"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/insurance-arbitration-and-compensation-claims-regarding-car-accidents-in-turkey/"	"200"	"https://cindemirlaw.com/"	"200"	""	"Русский Русский Russian ru"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/assistance-for-foreign-families-supporting-inmates-in-turkish-prisons/"	"200"	"https://cindemirlaw.com/about-us/"	"200"	""	"About Us"	"true"	"false"	"true"	"false"	"false"
"Href link"	"false"	"https://cindemirlaw.com/what-are-the-limitations-of-a-will-under-turkish-law/"	"200"	"https://cindemirlaw.com/who-is-hafiz-huseyin-husnu-efendi/"	"200"	""	"Who is Hafız Hüseyin Hüsnü Efendi?"	"true"	"false"	"true"	"false"	"false"
